Map;Team;InternalTeamId;MatchId;RoundId;RoundWinner;MatchWinner;Survived;AbnormalMatch;TimeAlive;TravelledDistance;RLethalGrenadesThrown;RNonLethalGrenadesThrown;PrimaryAssaultRifle;PrimarySniperRifle;PrimaryHeavy;PrimarySMG;PrimaryPistol;FirstKillTime;RoundKills;RoundAssists;RoundHeadshots;RoundFlankKills;RoundStartingEquipmentValue;TeamStartingEquipmentValue;MatchKills;MatchFlankKills;MatchAssists;MatchHeadshots
de_inferno;CounterTerrorist;2;4;5;False;False;True;False;4.248.549.457.537.740;5.661.859.260.471.470;1;0;1.0;0.0;0.0;0.0;0;305.344.944;3;1;3;0;5100;26600;7;0;3;6
de_inferno;CounterTerrorist;2;4;5;False;False;True;False;4.248.549.457.537.740;5.880.126.793.728.050;1;0;1.0;0.0;0.0;0.0;0;424.854.927;1;0;1;0;5500;26600;4;0;3;2
de_inferno;CounterTerrorist;2;4;5;False;False;True;False;4.248.549.457.537.740;7.328.787.497.051.290;1;0;1.0;0.0;0.0;0.0;0;31.035.059.000.000.000;1;0;1;0;5400;26600;3;0;1;2
de_inferno;CounterTerrorist;2;4;5;False;False;True;False;4.248.549.457.537.740;9.990.766.337.458.530;0;0;1.0;0.0;0.0;0.0;0;5.462.420.649.999.990;0;0;0;0;5500;26600;8;1;0;4
de_inferno;CounterTerrorist;2;4;5;False;False;True;False;4.248.549.457.537.740;4.357.510.195.659.930;0;0;1.0;0.0;0.0;0.0;0;8.584.698;0;0;0;0;5100;26600;3;0;2;2
de_inferno;Terrorist;1;4;6;True;True;False;False;10.662.044.588.577.700;11.065.488.960.612.900;0;3;1.0;0.0;0.0;0.0;0;101.176.796;1;0;0;0;4700;23600;1;0;0;0
de_inferno;Terrorist;1;4;6;True;True;False;False;11.131.324.720.117.300;110.719.930.221.346;1;2;1.0;0.0;0.0;0.0;0;108.998.131;1;0;1;0;4700;23600;1;0;0;1
de_inferno;Terrorist;1;4;6;True;True;True;False;11.700.717.946.385.200;16.232.780.944.149.900;0;2;1.0;0.0;0.0;0.0;0;112.940.086;2;0;1;0;4700;23600;2;0;0;1
de_inferno;Terrorist;1;4;6;True;True;False;False;989.868.224.127.351;14.219.216.111.123.100;1;2;1.0;0.0;0.0;0.0;0;0.0;0;0;0;0;4800;23600;0;0;0;0
de_inferno;Terrorist;1;4;6;True;True;True;False;11.700.717.946.385.200;16.149.694.307.118.700;1;3;1.0;0.0;0.0;0.0;0;47.804;0;0;0;0;4700;23600;2;0;0;1
de_inferno;CounterTerrorist;2;4;6;False;False;False;False;11.688.203.809.544.100;14.698.987.637.233.200;1;3;1.0;0.0;0.0;0.0;0;305.344.944;0;0;0;0;5100;26700;7;0;3;6
de_inferno;CounterTerrorist;2;4;6;False;False;True;False;11.700.717.946.385.200;23.098.660.105.477.600;1;3;1.0;0.0;0.0;0.0;0;424.854.927;0;0;0;0;5600;26700;4;0;3;2
de_inferno;CounterTerrorist;2;4;6;False;False;False;False;1.011.767.963.599.190;9.928.682.964.933.980;1;3;1.0;0.0;0.0;0.0;0;98.986.824;1;1;0;0;5400;26700;4;0;2;2
de_inferno;CounterTerrorist;2;4;6;False;False;False;False;11.294.008.499.051.000;1.023.188.438.641.550;0;3;1.0;0.0;0.0;0.0;0;106.620.445;2;0;0;0;5500;26700;10;1;0;4
de_inferno;CounterTerrorist;2;4;6;False;False;False;False;1.089.981.318.855.780;10.740.117.315.236.600;1;3;1.0;0.0;0.0;0.0;0;8.584.698;0;0;0;0;5100;26700;3;0;2;2
de_inferno;Terrorist;1;4;7;True;True;False;False;7.571.052.788.837.510;12.108.949.995.901.600;0;0;1.0;0.0;0.0;0.0;0;101.176.796;0;0;0;0;4700;23400;1;0;0;0
de_inferno;Terrorist;1;4;7;True;True;True;False;7.815.078.457.238.060;13.566.979.916.275.900;0;4;1.0;0.0;0.0;0.0;0;108.998.131;0;0;0;0;4700;23400;1;0;0;1
de_inferno;Terrorist;1;4;7;True;True;False;False;6.438.523.404.722.150;10.391.158.876.721.500;1;2;1.0;0.0;0.0;0.0;0;580.030.251;1;0;1;0;4700;23400;3;0;0;2
de_inferno;Terrorist;1;4;7;True;True;False;False;3.497.701.247.074.520;4.924.991.010.858.410;0;0;1.0;0.0;0.0;0.0;0;0.0;0;0;0;0;4500;23400;0;0;0;0
de_inferno;Terrorist;1;4;7;True;True;False;False;3.103.505.936.581.320;4.872.041.912.955.070;1;0;1.0;0.0;0.0;0.0;0;0.0;1;0;0;0;4800;23400;3;0;0;1
de_inferno;CounterTerrorist;2;4;7;False;False;True;False;7.815.078.457.238.060;859.894.231.743.798;1;3;1.0;0.0;0.0;0.0;0;757.105.255;2;0;1;2;5100;26700;9;2;3;7
de_inferno;CounterTerrorist;2;4;7;False;False;False;False;7.602.338.130.940.140;13.362.967.883.886.300;1;3;1.0;0.0;0.0;0.0;0;31.035.059.000.000.000;2;0;1;0;5500;26700;6;0;3;3
de_inferno;CounterTerrorist;2;4;7;False;False;False;False;580.030.242.582.841;7.996.801.635.563.180;1;2;1.0;0.0;0.0;0.0;0;98.986.824;0;0;0;0;5100;26700;4;0;2;2
de_inferno;CounterTerrorist;2;4;7;False;False;True;False;7.815.078.457.238.060;1.153.775.411.749.690;0;2;1.0;0.0;0.0;0.0;0;6.438.523;1;0;1;0;5500;26700;11;1;0;5
de_inferno;CounterTerrorist;2;4;7;False;False;True;False;7.815.078.457.238.060;105.655.234.713.855;1;3;1.0;0.0;0.0;0.0;0;8.584.698;0;0;0;0;5500;26700;3;0;2;2
de_inferno;Terrorist;1;4;8;True;True;False;False;4.323.634.278.584.060;5.869.790.288.203.210;0;0;1.0;0.0;0.0;0.0;0;101.176.796;0;0;0;0;3550;20400;1;0;0;0
de_inferno;Terrorist;1;4;8;True;True;False;False;6.982.888.357.307.980;10.704.854.402.488.300;0;3;1.0;0.0;0.0;0.0;0;108.998.131;0;0;0;0;3750;20400;1;0;0;1
de_inferno;Terrorist;1;4;8;True;True;False;False;59.692.432.731.826.300;778.225.982.004.139;0;0;1.0;0.0;0.0;0.0;0;580.030.251;0;0;0;0;4700;20400;3;0;0;2
de_inferno;Terrorist;1;4;8;True;True;True;False;7.176.857.478.344.320;9.433.811.495.164.490;0;3;1.0;0.0;0.0;0.0;0;445.503.273;1;0;0;0;3700;20400;1;0;0;0
de_inferno;Terrorist;1;4;8;True;True;False;False;4.730.343.725.918.310;6.926.765.944.175.750;1;0;1.0;0.0;0.0;0.0;0;0.0;0;0;0;0;4700;20400;3;0;0;1
de_inferno;CounterTerrorist;2;4;8;False;False;True;False;7.176.857.478.344.320;10.151.309.121.728.100;1;3;1.0;0.0;0.0;0.0;0;473.034.363;1;0;0;0;5100;29250;10;2;3;7
de_inferno;CounterTerrorist;2;4;8;False;False;False;False;44.550.327.154.151.300;9.423.527.285.341.700;2;2;1.0;0.0;0.0;0.0;0;432.363.434;1;1;0;0;6100;29250;7;0;4;3
de_inferno;CounterTerrorist;2;4;8;False;False;True;False;7.176.857.478.344.320;1.330.319.609.153.550;1;2;0.0;1.0;0.0;0.0;0;596.924.324;1;0;0;0;7050;29250;5;0;2;2
de_inferno;CounterTerrorist;2;4;8;False;False;True;False;7.176.857.478.344.320;10.363.058.113.297.700;0;1;1.0;0.0;0.0;0.0;0;6.982.888;1;0;0;0;5500;29250;12;1;0;5
de_inferno;CounterTerrorist;2;4;8;False;False;True;False;7.176.857.478.344.320;14.776.355.603.646.200;1;3;1.0;0.0;0.0;0.0;0;7.176.858;1;0;0;1;5500;29250;4;1;2;2
de_inferno;Terrorist;1;4;9;True;True;False;False;5.675.161.057.417.870;7.721.538.018.170.990;0;3;0.0;0.0;0.0;0.0;1;101.176.796;0;0;0;0;600;1800;1;0;0;0
de_inferno;Terrorist;1;4;9;True;True;True;False;5.806.559.494.248.930;9.108.236.355.554.940;0;2;0.0;0.0;0.0;0.0;1;108.998.131;0;0;0;0;500;1800;1;0;0;1
de_inferno;Terrorist;1;4;9;True;True;False;False;25.278.556.418.928.500;40.773.528.536.162.400;0;0;1.0;0.0;0.0;0.0;0;580.030.251;0;0;0;0;200;1800;3;0;0;2
de_inferno;Terrorist;1;4;9;True;True;False;False;558.130.503.110.997;865.190.330.156.711;0;0;1.0;0.0;0.0;0.0;0;445.503.273;0;0;0;0;300;1800;1;0;0;0
de_inferno;Terrorist;1;4;9;True;True;False;False;57.377.317.416.231.400;8.338.930.907.531.470;0;0;0.0;0.0;0.0;0.0;1;0.0;0;0;0;0;200;1800;3;0;0;1
de_inferno;CounterTerrorist;2;4;9;False;False;True;False;5.806.559.494.248.930;7.441.821.859.763.350;1;3;1.0;0.0;0.0;0.0;0;5.581.305;2;0;1;0;5100;28750;12;2;3;8
de_inferno;CounterTerrorist;2;4;9;False;False;True;False;5.806.559.494.248.930;13.774.740.862.213.800;1;1;1.0;0.0;0.0;0.0;0;252.785.568;3;0;1;0;5500;28750;10;0;4;4
de_inferno;CounterTerrorist;2;4;9;False;False;True;False;5.806.559.494.248.930;829.195.292.733.906;0;3;0.0;1.0;0.0;0.0;0;596.924.324;0;0;0;0;7050;28750;5;0;2;2
de_inferno;CounterTerrorist;2;4;9;False;False;True;False;5.806.559.494.248.930;947.008.354.673.551;0;1;1.0;0.0;0.0;0.0;0;6.982.888;0;0;0;0;5600;28750;12;1;0;5
de_inferno;CounterTerrorist;2;4;9;False;False;True;False;5.806.559.494.248.930;7.478.909.279.661.960;1;1;1.0;0.0;0.0;0.0;0;7.176.858;0;0;0;0;5500;28750;4;1;2;2
de_inferno;Terrorist;1;4;10;True;True;False;False;38.918.965.575.677.100;6.656.998.952.617.380;0;0;1.0;0.0;0.0;0.0;0;101.176.796;0;0;0;0;4700;23700;1;0;0;0
de_inferno;Terrorist;1;4;10;True;True;False;False;38.856.394.891.471.800;6.984.001.633.582.200;0;0;1.0;0.0;0.0;0.0;0;108.998.131;0;0;0;0;4700;23700;1;0;0;1
de_inferno;Terrorist;1;4;10;True;True;True;False;4.311.120.141.743.010;81.129.894.795.153;0;0;1.0;0.0;0.0;0.0;0;409.838;1;0;0;0;4700;23700;4;0;0;2
de_inferno;Terrorist;1;4;10;True;True;False;False;3.216.133.168.150.810;43.654.149.432.256.900;0;0;1.0;0.0;0.0;0.0;0;445.503.273;0;0;0;0;4800;23700;1;0;0;0
de_inferno;Terrorist;1;4;10;True;True;False;False;34.101.022.891.871.400;5.241.745.528.002.750;1;0;1.0;0.0;0.0;0.0;0;0.0;0;0;0;0;4800;23700;3;0;0;1
de_inferno;CounterTerrorist;2;4;10;False;False;True;False;4.311.120.141.743.010;7.347.302.440.278.010;1;0;1.0;0.0;0.0;0.0;0;3.216.133;1;0;1;0;5100;28750;13;2;3;9
de_inferno;CounterTerrorist;2;4;10;False;False;True;False;4.311.120.141.743.010;6.120.044.784.328.540;1;1;1.0;0.0;0.0;0.0;0;341.010.246;1;0;1;0;5500;28750;11;0;4;5
de_inferno;CounterTerrorist;2;4;10;False;False;True;False;4.311.120.141.743.010;5.742.216.112.506.540;1;3;0.0;1.0;0.0;0.0;0;389.189.644;1;0;0;0;7050;28750;6;0;2;2
de_inferno;CounterTerrorist;2;4;10;False;False;False;False;4.098.379.815.445.100;6.668.895.534.322.780;0;0;1.0;0.0;0.0;0.0;0;3.885.639.570.000.000;1;1;0;1;5600;28750;13;2;1;5
de_inferno;CounterTerrorist;2;4;10;False;False;True;False;4.311.120.141.743.010;65.398.324.694.989.000;0;0;1.0;0.0;0.0;0.0;0;4.311.120.220.000.000;1;0;1;0;5500;28750;5;1;2;3
de_inferno;Terrorist;1;4;11;False;True;True;False;9.022.692.662.399.740;15.270.756.238.618.300;0;2;1.0;0.0;0.0;0.0;0;101.176.796;0;0;0;0;4400;22650;1;0;0;0
de_inferno;Terrorist;1;4;11;False;True;True;False;9.022.692.662.399.740;12.962.408.580.643.600;1;0;1.0;0.0;0.0;0.0;0;108.998.131;0;0;0;0;4700;22650;1;0;0;1
de_inferno;Terrorist;1;4;11;False;True;True;False;9.022.692.662.399.740;18.861.561.503.663.800;0;0;1.0;0.0;0.0;0.0;0;347.893;1;0;1;1;4050;22650;5;1;0;3
de_inferno;Terrorist;1;4;11;False;True;False;False;4.786.657.341.703.050;9.896.293.316.363.700;1;2;1.0;0.0;0.0;0.0;0;37.229.557;1;0;1;0;4800;22650;2;0;0;1
de_inferno;Terrorist;1;4;11;False;True;False;False;6.150.698.257.377.910;11.136.494.305.548.700;1;1;1.0;0.0;0.0;0.0;0;272.808.189;2;0;0;0;4700;22650;5;0;0;1
de_inferno;CounterTerrorist;2;4;11;True;False;False;False;2.728.081.831.349.710;4.437.071.511.512.000;1;0;1.0;0.0;0.0;0.0;0;3.216.133;0;0;0;0;5100;29250;13;2;3;9
de_inferno;CounterTerrorist;2;4;11;True;False;True;False;9.022.692.662.399.740;16.327.285.483.317.500;3;3;0.762135922330097;0.2378640776699029;0.0;0.0;0;61.506.980.000.000.000;1;0;0;0;5500;29250;12;0;4;5
de_inferno;CounterTerrorist;2;4;11;True;False;False;False;3.722.955.710.213.480;4.440.480.414.868.650;0;0;0.0;1.0;0.0;0.0;0;389.189.644;0;0;0;0;7450;29250;6;0;2;2
de_inferno;CounterTerrorist;2;4;11;True;False;False;False;3.478.930.041.812.940;6.116.613.813.840.480;0;0;1.0;0.0;0.0;0.0;0;3.885.639.570.000.000;0;0;0;0;5600;29250;13;2;1;5
de_inferno;CounterTerrorist;2;4;11;True;False;False;False;4.861.742.162.749.370;10.092.939.443.486.300;0;1;1.0;0.0;0.0;0.0;0;4.786.657.329.999.990;1;0;0;1;5600;29250;6;2;2;3
de_inferno;Terrorist;1;4;12;True;True;False;False;7.808.821.388.817.530;11.136.977.988.808.100;0;1;1.0;0.0;0.0;0.0;0;101.176.796;0;0;0;0;4700;23300;1;0;0;0
de_inferno;Terrorist;1;4;12;True;True;False;False;5.643.875.715.315.230;6.501.669.509.125.010;0;0;1.0;0.0;0.0;0.0;0;108.998.131;0;1;0;0;4700;23300;1;0;1;1
de_inferno;Terrorist;1;4;12;True;True;False;False;3.685.413.299.690.320;5.725.118.460.558.990;0;0;1.0;0.0;0.0;0.0;0;347.893;0;0;0;0;4700;23300;5;1;0;3
de_inferno;Terrorist;1;4;12;True;True;False;False;264.048.287.346.234;4.717.329.719.932.070;1;0;1.0;0.0;0.0;0.0;0;37.229.557;0;0;0;0;4500;23300;2;0;0;1
de_inferno;Terrorist;1;4;12;True;True;True;False;83.594.434.098.239;9.695.818.107.374.180;1;4;1.0;0.0;0.0;0.0;0;386.686.821;2;0;0;0;4700;23300;7;0;0;1
de_inferno;CounterTerrorist;2;4;12;False;False;True;False;83.594.434.098.239;8.270.137.405.310.870;1;3;1.0;0.0;0.0;0.0;0;3.216.133;0;0;0;0;5100;29450;13;2;3;9
de_inferno;CounterTerrorist;2;4;12;False;False;False;False;3.866.868.283.885.600;597.139.675.950.929;1;1;0.7912457912457912;0.2087542087542087;0.0;0.0;0;26.404.829;2;0;1;0;5500;29450;14;0;4;6
de_inferno;CounterTerrorist;2;4;12;False;False;True;False;83.594.434.098.239;14.143.866.911.966.700;0;3;0.0;1.0;0.0;0.0;0;389.189.644;0;0;0;0;7450;29450;6;0;2;2
de_inferno;CounterTerrorist;2;4;12;False;False;True;False;83.594.434.098.239;976.358.970.134.658;0;1;1.0;0.0;0.0;0.0;0;7.808.821;2;0;1;0;5600;29450;15;2;1;6
de_inferno;CounterTerrorist;2;4;12;False;False;False;False;8.102.903.604.582.290;11.308.123.050.903.900;1;3;1.0;0.0;0.0;0.0;0;5.643.876;1;0;1;0;5800;29450;7;2;2;4
de_inferno;Terrorist;1;4;13;True;True;False;False;7.158.086.273.082.740;13.776.741.557.813.300;0;0;0.0;0.0;0.0;0.0;1;101.176.796;0;0;0;0;300;1400;1;0;0;0
de_inferno;Terrorist;1;4;13;True;True;True;False;766.490.881.514.542;12.383.444.077.710.300;0;2;1.0;0.0;0.0;0.0;0;108.998.131;0;0;0;0;500;1400;1;0;1;1
de_inferno;Terrorist;1;4;13;True;True;False;False;7.508.482.104.632.240;12.251.450.012.945.400;0;1;1.0;0.0;0.0;0.0;0;347.893;0;0;0;0;200;1400;5;1;0;3
de_inferno;Terrorist;1;4;13;True;True;False;False;7.126.800.930.980.100;6.712.131.360.442.490;0;0;0.0;0.0;0.0;0.0;1;401.078.072;1;0;1;1;200;1400;3;1;0;2
de_inferno;Terrorist;1;4;13;True;True;False;False;3.747.983.983.895.590;4.968.589.013.544.010;0;0;0.0;0.0;0.0;0.0;1;386.686.821;0;0;0;0;200;1400;7;0;0;1
de_inferno;CounterTerrorist;2;4;13;False;False;True;False;766.490.881.514.542;13.735.706.019.291.300;1;3;1.0;0.0;0.0;0.0;0;7.126.801;1;0;1;0;5100;29150;14;2;3;10
de_inferno;CounterTerrorist;2;4;13;False;False;False;False;4.010.780.857.557.720;7.754.967.326.348.550;1;2;1.0;0.0;0.0;0.0;0;3.747.984;1;1;1;0;5500;29150;15;0;5;7
de_inferno;CounterTerrorist;2;4;13;False;False;True;False;766.490.881.514.542;11.250.886.170.963.900;1;3;0.0;1.0;0.0;0.0;0;71.580.864;2;0;1;0;7450;29150;8;0;2;3
de_inferno;CounterTerrorist;2;4;13;False;False;True;False;766.490.881.514.542;16.572.054.456.216.700;1;1;1.0;0.0;0.0;0.0;0;76.649.086;1;0;0;0;5600;29150;16;2;1;6
de_inferno;CounterTerrorist;2;4;13;False;False;True;False;766.490.881.514.542;982.517.611.659.056;0;1;1.0;0.0;0.0;0.0;0;5.643.876;0;0;0;0;5500;29150;7;2;2;4
de_inferno;Terrorist;1;4;14;False;True;True;False;12.126.198.598.981.000;17.753.184.534.339.400;0;3;1.0;0.0;0.0;0.0;0;5.756.503.000.000.000;3;0;2;0;3400;22000;4;0;0;2
de_inferno;Terrorist;1;4;14;False;True;False;False;849.709.891.507.549;9.391.998.931.227.770;1;0;1.0;0.0;0.0;0.0;0;108.998.131;0;0;0;0;4700;22000;1;0;1;1
de_inferno;Terrorist;1;4;14;False;True;False;False;38.731.253.523.061.300;6.569.633.594.302.780;1;0;1.0;0.0;0.0;0.0;0;347.893;0;0;0;0;4700;22000;5;1;0;3
de_inferno;Terrorist;1;4;14;False;True;False;False;8.578.440.804.542.340;9.533.891.236.387.710;0;0;1.0;0.0;0.0;0.0;0;401.078.072;0;0;0;0;4800;22000;3;1;0;2
